Initial;;0;0.016564728116269866
DV10_850;Beheer 1;267589.54567288526;0.013344068201198746
DV10_1600;Beheer 1;488865.5161331558;0.007719826277381327
DV10_850;Beheer 1;267589.54567288526;0.006646272973431172
DV10_1600;Beheer 1;488865.5161331558;0.0047715256673667794
DV03_1950;Beheer 1;195546.20645326196;0.004240184177385356
DV10_850;Beheer 1;267589.54567288526;0.003882333076426488
DV10_1600;Beheer 1;488865.5161331558;0.0032574173083632727
DV08_400;Beheer 1;514595.28014016437;0.0027266694916962607
DV03_1950;Beheer 1;195546.20645326196;0.002549555661879566
DV04_550;Beheer 1;514595.28014016437;0.0021249240759534777
DV07_300;Beheer 1;144086.6784392466;0.0020207954845132283
DV03_450;Beheer 1;596930.5249625908;0.0017456340588110463
DV10_850;Beheer 1;267589.54567288526;0.0016263503586107077
DV10_1600;Beheer 1;488865.5161331558;0.001418045102797941
DV08_400;Beheer 1;514595.28014016437;0.0012411291640858529
DV03_1950;Beheer 1;195546.20645326196;0.0011820912208726595
DV03_1250;Beheer 1;442551.940920542;0.0010593627142500876
DV04_550;Beheer 1;514595.28014016437;0.0009178188524162686
DV07_300;Beheer 1;144086.6784392466;0.000883109321970895
DV08_3250;Beheer 1;207124.600256417;0.0008405973438234274
DV03_450;Beheer 1;596930.5249625908;0.000748876868681087
DV10_850;Beheer 1;267589.54567288526;0.0007091156353207354
DV12_150;Beheer 1;313903.1208855002;0.0006640258409251499
DV10_1600;Beheer 1;488865.5161331558;0.0005945907557236628
DV07_100;Beheer 1;164670.48964485183;0.0005750420136417247
DV08_400;Beheer 1;514595.28014016437;0.0005160700341300007
DV03_1950;Beheer 1;195546.20645326196;0.000496390719745282
DV03_1250;Beheer 1;442551.940920542;0.0004554812175786675
DV04_550;Beheer 1;514595.28014016437;0.0004082999303479091
DV13_800;Beheer 1;609795.4069660949;0.0003557265401028671
DV07_300;Beheer 1;144086.6784392466;0.0003441566966326458
DV08_3250;Beheer 1;207124.600256417;0.0003299860372643272
DV15_100;Beheer 1;216130.017658869;0.00031783541529617
DV09_550;Beheer 1;514595.28014016483;0.0002901244257302255
DV03_450;Beheer 1;596930.5249625908;0.00025955093404668553
DV10_850;Beheer 1;267589.54567288526;0.0002462971896064887
DV12_150;Beheer 1;313903.1208855002;0.0002312672581563235
DV10_1600;Beheer 1;488865.5161331558;0.00020812222977897282
DV07_100;Beheer 1;164670.48964485183;0.00020160598242484307
DV08_400;Beheer 1;514595.28014016437;0.0001819486559405924
DV03_1950;Beheer 1;195546.20645326196;0.00017538888448557932
DV03_1250;Beheer 1;442551.940920542;0.00016175238377701096
DV04_550;Beheer 1;514595.28014016437;0.00014602528804915193
DV13_800;Beheer 1;609795.4069660949;0.0001285008246516624
DV07_300;Beheer 1;144086.6784392466;0.0001246442101654452
DV08_3250;Beheer 1;207124.600256417;0.00011992065704739589
DV15_100;Beheer 1;216130.017658869;0.00011587044972872704
DV09_550;Beheer 1;514595.28014016483;0.00010663345321598248
DV03_450;Beheer 1;596930.5249625908;9.644228933166032e-05
DV10_850;Beheer 1;267589.54567288526;9.202437452267932e-05
DV12_150;Beheer 1;313903.1208855002;8.70143973776342e-05
DV10_1600;Beheer 1;488865.5161331558;7.929938792623233e-05
DV14_300;Beheer 1;311330.1444847993;7.446974050906094e-05
DV07_100;Beheer 1;164670.48964485183;7.229765805985643e-05
DV08_400;Beheer 1;514595.28014016437;6.574521590499198e-05
DV03_1950;Beheer 1;195546.20645326196;6.355862542217422e-05
DV03_1250;Beheer 1;442551.940920542;5.901312519053028e-05
DV04_550;Beheer 1;514595.28014016437;5.377075995315296e-05
DV13_800;Beheer 1;609795.4069660949;4.792927215983126e-05
DV10_250;Beheer 1;180108.3480490578;4.6219870484833296e-05
DV07_300;Beheer 1;144086.6784392466;4.493433232404644e-05
DV08_3250;Beheer 1;207124.600256417;4.335981461960453e-05
DV15_100;Beheer 1;216130.017658869;4.200974551473165e-05
DV09_550;Beheer 1;514595.28014016483;3.8930746680229137e-05
DV03_450;Beheer 1;596930.5249625908;3.5533692055518815e-05
DV10_850;Beheer 1;267589.54567288526;3.4061053787331114e-05
DV12_150;Beheer 1;313903.1208855002;3.2391061407319403e-05
DV10_1600;Beheer 1;488865.5161331558;2.9819391592757112e-05
DV14_300;Beheer 1;311330.1444847993;2.8209509121976532e-05
DV07_100;Beheer 1;164670.48964485183;2.7485481639632394e-05
DV08_400;Beheer 1;514595.28014016437;2.5301334256861722e-05
DV05_650;Beheer 1;411676.22411213187;2.3731037938550498e-05
DV03_1950;Beheer 1;195546.20645326196;2.3002174445006774e-05
DV02_200;Beheer 1;411676.22411213187;2.1538643024835177e-05
DV03_1250;Beheer 1;442551.940920542;2.002347628246903e-05
DV04_550;Beheer 1;514595.28014016437;1.8276021205090715e-05
DV13_800;Beheer 1;609795.4069660949;1.632885860926398e-05
DV10_250;Beheer 1;180108.3480490578;1.5759058051501122e-05
DV07_300;Beheer 1;144086.6784392466;1.5330545331667353e-05
DV08_3250;Beheer 1;207124.600256417;1.480570609737822e-05
DV15_100;Beheer 1;216130.017658869;1.4355683062870615e-05
DV09_550;Beheer 1;514595.28014016483;1.3329350119062776e-05
DV03_450;Beheer 1;596930.5249625908;1.2196998578625016e-05
DV10_850;Beheer 1;267589.54567288526;1.1706119156386663e-05
DV12_150;Beheer 1;313903.1208855002;1.1149455030272755e-05
DV10_1600;Beheer 1;488865.5161331558;1.0292231759609216e-05
DV14_300;Beheer 1;311330.1444847993;9.75560426988565e-06
DV07_100;Beheer 1;164670.48964485183;9.51426177601228e-06
DV08_400;Beheer 1;514595.28014016437;8.786212649150105e-06
DV05_650;Beheer 1;411676.22411213187;8.262780543569796e-06
DV03_1950;Beheer 1;195546.20645326196;8.019826045964841e-06
DV02_200;Beheer 1;411676.22411213187;7.531982239728821e-06
